Ticker,Revenue CAGR,P/S Ratio,ROE,Beta
HOOD,1.1960525340622776,0.9243436738841887,0.6880492443504402,-0.052029829982845534
SQ,,,,
COIN,-0.19044080018304632,-0.44578834887048596,-0.1351945924009713,1.3804924048719454
IBKR,-1.2195914547310585,0.7178936703829618,0.808811478722932,-0.9875942494874682
SOFI,0.21397972085182718,-1.1964489953966635,-1.361666130672401,-0.3408683254016325
